Jahr;WP;Coder;V1a;V1b1;V1b2;V1b3;V1c;V1d;V1e;V1g;V1h;V2;V3;V4;V12;V12b;V12c;Notes;V13;V5;V5a;V6a;V6b;V7;V8a;V8b;V8c;V8d;V9a;V9b;V9c;V9z;V10a;V10b;V10b1;V10b2;V10c;V11a;V11b;V11c;V14;Note.V14;V15;V16;V16a;V17;V17a;Anm.;V19;V20;V21;Anmerkung
2004;15;4;Bundesverband der Deutschen Industrie e.V.;Willems, Dr. Heiko;NA;NA;1;NA;BDI;http://www.bdi.eu/;NA;1;21;41;2;1;8;NA;1;20040426;Änderung des Außenwirtschaftsgesetzes (AWG;21;3;1;2;NA;4;1;18;NA;NA;"Einführung einer Beschränkungsmöglichkeit für den Erwerb von Rüstungsunternehmen und Unternehmen der Kryptowirtschaft durch gebietsfremde Erwerber; Änderung §§ 7 und 28 Außenwirtschaftsgesetz, Einfügung § 52 Außenwirtschaftsverordnung";2;15/2537;15/3076;Entwurf eines Elften Gesetzes zur Änderung des Außenwirtschaftsgesetzes (AWG) und der Außenwirtschaftsverordnung (AWV);1;NA;NA;NA;4;NA;15019324;5;NA;02. Mai;NA;vom Bundestag unverändert angenommen;NA;NA;;NA
2004;15;4;Wolffgang, Prof. Dr. Hans-Michael;NA;NA;NA;1;NA;NA;NA;NA;3;NA;1250;2;1;8;NA;1;20040426;Änderung des Außenwirtschaftsgesetzes (AWG;21;3;1;2;NA;4;1;18;NA;NA;"Einführung einer Beschränkungsmöglichkeit für den Erwerb von Rüstungsunternehmen und Unternehmen der Kryptowirtschaft durch gebietsfremde Erwerber; Änderung §§ 7 und 28 Außenwirtschaftsgesetz, Einfügung § 52 Außenwirtschaftsverordnung";2;15/2537;15/3076;Entwurf eines Elften Gesetzes zur Änderung des Außenwirtschaftsgesetzes (AWG) und der Außenwirtschaftsverordnung (AWV);1;NA;NA;NA;4;NA;15019324;5;NA;02. Mai;NA;vom Bundestag unverändert angenommen;NA;NA;;NA
2004;15;4;Berliner Informationszentrum für transatlantische Sicherheit;Nassauer, Otfried;NA;NA;1;NA;BITS;www.bits.de;NA;6;NA;1385;2;1;8;NA;1;20040426;Änderung des Außenwirtschaftsgesetzes (AWG;21;3;1;2;NA;4;1;18;NA;NA;"Einführung einer Beschränkungsmöglichkeit für den Erwerb von Rüstungsunternehmen und Unternehmen der Kryptowirtschaft durch gebietsfremde Erwerber; Änderung §§ 7 und 28 Außenwirtschaftsgesetz, Einfügung § 52 Außenwirtschaftsverordnung";2;15/2537;15/3076;Entwurf eines Elften Gesetzes zur Änderung des Außenwirtschaftsgesetzes (AWG) und der Außenwirtschaftsverordnung (AWV);1;NA;NA;NA;4;NA;15019324;5;NA;02. Mai;NA;vom Bundestag unverändert angenommen;NA;NA;;NA
2004;15;4;Ronellenfitsch, Prof. Dr. Michael;NA;NA;NA;1;NA;NA;NA;NA;3;NA;1333;2;1;9;NA;1;20040426;Öffentliche Anhörung von Sachverständigen zum Thema Luftsicherheit am 26. April 2004;10;6;1;2;NA;4;3;16;11;12;"Zusammenfassung der Vorschriften für einen wirksamen Schutz des Luftverkehrs gegen Flugzeugentführungen, Sabotageakte und sonstige gefährliche Eingriffe in einem eigenen Gesetz (Luftsicherheitsgesetz (LuftSiG)) als Art. 1 der Vorlage: Aufgaben und Befugnisse der Luftsicherheitsbehörde, Sicherheitsmaßnahmen, Unterstützung und Amtshilfe durch die Streitkräfte in den Fällen, in denen die Polizeibehörden der Länder nicht über die personelle und technische Ausstattung zum Handeln verfügen, Regelungen über Zuständigkeit und Verfahren, Anpassung an die Vorschriften der EU-Luftsicherheitsverordnung; Änderungen im Luftverkehrsgesetz, Bundesgrenzschutzgesetz, Gesetz über das Ausländerzentralregister sowie der AZRG-Durchführungsverordnung, Rückkehr zum einheitlichen Verordnungsrang";1;15/2361;15/3338;Entwurf eines Gesetzes zur Neuregelung von Luftsicherheitsaufgaben;1;NA;NA;NA;2;NA;15019307;7;9;17;5;NA;NA;NA;;NA
2004;15;3;Bayerisches Staatsministerium für Landwirtschaft und Forsten;Schmitt, Horst;NA;NA;1;MinDir;NA;NA;NA;13;NA;1688;2;1;10;Fragenkatalog;1;20040322;"
Protokoll der 37. Sitzung vom 22. März 2004 ""Entwurf eines Gesetzes zur Umsetzung der Reform der Gemeinsamen Agrarpolitik, BT-Drucksache 15/2553"" (hier: Anlagen)";4;4;1;2;NA;1;1;5;NA;NA;"Gemeinsame Agrarpolitik
Umsetzung von EU-Vorschriften betr. Direktzahlungen im Bereich der Gemeinsamen Agrarpolitik, Entkoppelung bisheriger Direktzahlungen von der tatsächlichen Produktion und Gewährung als einheitliche Betriebsprämie; Gesetz zur Durchführung der einheitlichen Betriebsprämie (Betriebsprämiendurchführungsgesetz - BetrPrämDurchfG) als Art. 1, Gesetz zur Regelung der Einhaltung anderweitiger Verpflichtungen durch Landwirte im Rahmen gemeinschaftsrechtlicher Vorschriften über Direktzahlungen (Direktzahlungen-Verpflichtungengesetz - DirektZahlVerpflG) als Art. 2, Gesetz über die Verarbeitung und Nutzung von Daten im Rahmen des integrierten Verwaltungs- und Kontrollsystems nach den gemeinschaftsrechtlichen Vorschriften für landwirtschaftliche Stützungsregelungen (InVeKoS-Daten-Gesetz - InVeKoSDG), als Art. 3 der Vorlage, Änderung und Ergänzung versch. §§ Gesetz zur Durchführung der Gemeinsamen Marktorganisation, Aufhebung des Modulationsgesetzes, Änderung von weiteren 13 bundesrechtlichen Vorschriften";2;15/2553;15/2843;"Entwurf eines Gesetzes zur Umsetzung der Reform der Gemeinsamen
Agrarpolitik";1;NA;NA;NA;4;NA;15019351;9;5;22;6;NA;NA;NA;;NA
2004;15;3;Bund für Lebensmittelrecht und Lebensmittelkunde e.V.;Horst, Prof. Dr. Matthias;NA;NA;1;NA;BLL;www.bll.de;NA;1;22;473;2;2;10;Gemeinsame Stellungnahme für BLL und BVE;1;20040209;"Protokoll der 30. Sitzung vom 09. Februar 2004 EU-Verordnungen zu Lebensmitteln 11646/03 u. 14842/03 (ohne Anlagen) [PDF]
Datum: 09.02.2004";4;1;1;1;2;NA;2;15;NA;NA;Europäischen Parlaments und des Rates über nährwert- und gesundheitsbezogene Angaben über Lebensmittel Vorschlag für eine Verordnung des Europäischen Parlaments und des Rates über den Zusatz von Vitaminen und Mineralien sowie bestimmten anderen Stoffen zu Lebensmitteln;NA;NA;NA;NA;NA;"KOM-Nr. (2003) 424 endg.; Ratsdok.-Nr: 11646/03";"Vorschlag für eine Verordnung des
Europäischen Parlaments und des Rates über nährwert- und gesundheitsbezogene Angaben
über Lebensmittel
KOM-Nr. (2003) 424 endg.; Ratsdok.-Nr: 11646/03";4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA
2004;15;3;Bundesvereinigung der Deutschen Ernährungsindustrie e.V.;Horst, Prof. Dr. Matthias;NA;NA;1;NA;BVE;www.bve-online.de;NA;1;22;482;2;2;10;Gemeinsame Stellungnahme für BLL und BVE;1;20040209;"Protokoll der 30. Sitzung vom 09. Februar 2004 EU-Verordnungen zu Lebensmitteln 11646/03 u. 14842/03 (ohne Anlagen) [PDF]
Datum: 09.02.2004";4;1;1;1;2;NA;2;15;NA;NA;Europäischen Parlaments und des Rates über nährwert- und gesundheitsbezogene Angaben über Lebensmittel Vorschlag für eine Verordnung des Europäischen Parlaments und des Rates über den Zusatz von Vitaminen und Mineralien sowie bestimmten anderen Stoffen zu Lebensmitteln;NA;NA;NA;NA;NA;"KOM-Nr. (2003) 424 endg.; Ratsdok.-Nr: 11646/03";"Vorschlag für eine Verordnung des
Europäischen Parlaments und des Rates über nährwert- und gesundheitsbezogene Angaben
über Lebensmittel
KOM-Nr. (2003) 424 endg.; Ratsdok.-Nr: 11646/03";4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA
2004;15;3;Markenverband e.V.;Scholz, Christopher;NA;NA;2;NA;NA;http://www.markenverband.de/;NA;1;22;1241;2;1;10;NA;0;20040209;"Protokoll der 30. Sitzung vom 09. Februar 2004 EU-Verordnungen zu Lebensmitteln 11646/03 u. 14842/03 (ohne Anlagen) [PDF]
Datum: 09.02.2004";4;1;1;1;2;NA;2;15;NA;NA;Europäischen Parlaments und des Rates über nährwert- und gesundheitsbezogene Angaben über Lebensmittel Vorschlag für eine Verordnung des Europäischen Parlaments und des Rates über den Zusatz von Vitaminen und Mineralien sowie bestimmten anderen Stoffen zu Lebensmitteln;NA;NA;NA;NA;NA;"KOM-Nr. (2003) 424 endg.; Ratsdok.-Nr: 11646/03";"Vorschlag für eine Verordnung des
Europäischen Parlaments und des Rates über nährwert- und gesundheitsbezogene Angaben
über Lebensmittel
KOM-Nr. (2003) 424 endg.; Ratsdok.-Nr: 11646/03";4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA
2004;15;3;Bundesverband der Deutschen Süßwarenindustrie e.V;Kendziur, Dr. NA;Mattissek, Prof. Dr. NA;NA;1;NA;BDSI;NA;NA;1;22;1707;2;1;10;NA;1;20040209;"Protokoll der 30. Sitzung vom 09. Februar 2004 EU-Verordnungen zu Lebensmitteln 11646/03 u. 14842/03 (ohne Anlagen) [PDF]
Datum: 09.02.2004";4;1;1;1;2;NA;2;15;NA;NA;Europäischen Parlaments und des Rates über nährwert- und gesundheitsbezogene Angaben über Lebensmittel Vorschlag für eine Verordnung des Europäischen Parlaments und des Rates über den Zusatz von Vitaminen und Mineralien sowie bestimmten anderen Stoffen zu Lebensmitteln;NA;NA;NA;NA;NA;"KOM-Nr. (2003) 424 endg.; Ratsdok.-Nr: 11646/03";"Vorschlag für eine Verordnung des
Europäischen Parlaments und des Rates über nährwert- und gesundheitsbezogene Angaben
über Lebensmittel
KOM-Nr. (2003) 424 endg.; Ratsdok.-Nr: 11646/03";4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA
2004;15;3;Deutscher Weinbauverband e.V.;Nickenig, Dr. R.;NA;NA;2;NA;DWV;http://www.dwv-online.de/;NA;1;22;1712;2;1;10;NA;0;20040209;"Protokoll der 30. Sitzung vom 09. Februar 2004 EU-Verordnungen zu Lebensmitteln 11646/03 u. 14842/03 (ohne Anlagen) [PDF]
Datum: 09.02.2004";4;1;1;1;2;NA;2;15;NA;NA;Europäischen Parlaments und des Rates über nährwert- und gesundheitsbezogene Angaben über Lebensmittel Vorschlag für eine Verordnung des Europäischen Parlaments und des Rates über den Zusatz von Vitaminen und Mineralien sowie bestimmten anderen Stoffen zu Lebensmitteln;NA;NA;NA;NA;NA;"KOM-Nr. (2003) 424 endg.; Ratsdok.-Nr: 11646/03";"Vorschlag für eine Verordnung des
Europäischen Parlaments und des Rates über nährwert- und gesundheitsbezogene Angaben
über Lebensmittel
KOM-Nr. (2003) 424 endg.; Ratsdok.-Nr: 11646/03";4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA
2004;15;4;Bundesvereinigung der Deutschen Arbeitgeberverbände e.V.;NA;NA;NA;2;NA;BDA;www.bda-online.de;NA;1;21;23;2;1;11;NA;1;20040922;7. SGGÄndG;8;3;1;2;NA;4;1;13;20;NA;"Sozialgerichtsgesetz Übertragung der Zuständigkeit für Streitigkeiten über Angelegenheiten der Grundsicherung für Arbeitslose und für Sozialhilfeangelegenheiten auf die Sozialgerichte, Eröffnung der Möglichkeit für die Länder, Aufgaben der Sozialgerichtsbarkeit von besonderen Spruchkörpern der allgemeinen Verwaltungsgerichtsbarkeit wahrnehmen zu lassen als Übergangslösung; Änderung und Ergänzung versch. §§ Sozialgerichtsgesetz sowie Änderung von § 188 Verwaltungsgerichtsordnung";1;15/3169;15/3838;Entwurf eines Siebenten Gesetzes zur Änderung des Sozialgerichtsgesetzes (7. SGGÄndG);1;NA;NA;NA;2;NA;15019412;4;4;04. Mai;02. Mai;NA;NA;NA;;NA
2004;15;4;Deutscher Richterbund;Roller,Steffen;NA;NA;1;NA;DRB;www.drb.de;NA;1;44;131;2;1;11;NA;1;20040922;7. SGGÄndG;8;3;1;2;NA;4;1;13;20;NA;"Sozialgerichtsgesetz Übertragung der Zuständigkeit für Streitigkeiten über Angelegenheiten der Grundsicherung für Arbeitslose und für Sozialhilfeangelegenheiten auf die Sozialgerichte, Eröffnung der Möglichkeit für die Länder, Aufgaben der Sozialgerichtsbarkeit von besonderen Spruchkörpern der allgemeinen Verwaltungsgerichtsbarkeit wahrnehmen zu lassen als Übergangslösung; Änderung und Ergänzung versch. §§ Sozialgerichtsgesetz sowie Änderung von § 188 Verwaltungsgerichtsordnung";1;15/3169;15/3838;Entwurf eines Siebenten Gesetzes zur Änderung des Sozialgerichtsgesetzes (7. SGGÄndG);1;NA;NA;NA;2;NA;15019412;4;4;04. Mai;02. Mai;NA;NA;NA;;NA
2004;15;3;Deutscher Bauernverband e.V.;Kienle, Adalbert;NA;NA;1;NA;DBV;www.bauernverband.de;NA;1;26;197;2;1;11;NA;1;20040621;21. Juni 2004 - Entwurf eines Gesetzes zur Verbesserung des vorbeugenden Hochwasserschutzes (Drucksache 15/3168);17;4;1;2;NA;4;1;9;11;NA;"Hochwasser
Verstärkte Berücksichtigung des Hochwasserschutzes bei den Entscheidungen der zuständigen Behörden und Planungsträger im Wasserrecht und Baurecht, Abbau bestehender Vollzugs- und Regelungsdefizite; Festsetzung von Überschwemmungsgebieten, Schutzregelungen für gefährdete Gebiete, Anpassung von Siedlungsentwicklung und Flussausbau; Änderung versch. §§ Wasserhaushaltsgesetz, Baugesetzbuch, Raumordnungsgesetz, Bundeswasserstraßengesetz und DWD-Gesetz sowie Anlage 2 UVP-Gesetz";2;15/3168;15/3455;Entwurf eines Gesetz zur Verbesserung des vorbeugenden Hochwasserschutzes;1;NA;NA;NA;4;NA;15019404;7;NA;6;NA;Änderungen wurden nicht kenntlich gemacht.;NA;NA;;NA
2004;15;3;Deutscher Raiffeisenverband e.V.;Nüssel, Manfred;NA;NA;2;NA;NA;http://www.raiffeisen.de/;NA;1;26;479;2;1;11;NA;0;20040621;21. Juni 2004 - Entwurf eines Gesetzes zur Verbesserung des vorbeugenden Hochwasserschutzes (Drucksache 15/3168);17;4;1;2;NA;4;1;9;11;NA;"Hochwasser
Verstärkte Berücksichtigung des Hochwasserschutzes bei den Entscheidungen der zuständigen Behörden und Planungsträger im Wasserrecht und Baurecht, Abbau bestehender Vollzugs- und Regelungsdefizite; Festsetzung von Überschwemmungsgebieten, Schutzregelungen für gefährdete Gebiete, Anpassung von Siedlungsentwicklung und Flussausbau; Änderung versch. §§ Wasserhaushaltsgesetz, Baugesetzbuch, Raumordnungsgesetz, Bundeswasserstraßengesetz und DWD-Gesetz sowie Anlage 2 UVP-Gesetz";2;15/3168;15/3455;Entwurf eines Gesetz zur Verbesserung des vorbeugenden Hochwasserschutzes;1;NA;NA;NA;4;NA;15019404;7;NA;6;NA;Änderungen wurden nicht kenntlich gemacht.;NA;NA;;NA
2004;15;3;Bundesverband der Verbraucherzentralen und Verbraucherverbände / Verbraucherzentrale Bundesverband e.V.;Scholl;NA;NA;1;NA;vzbv;www.verbraucherzentrale.de;NA;1;32;154;2;1;11;NA;1;20040909;67. Sitzung am 9. September 2004 - Gesetzentwurf zur Änderung des Versicherungsaufsichtsgesetzes und anderer Gesetze;7;5;1;2;NA;4;1;15;NA;NA;"Versicherungsaufsichtsgesetz Schließung von Regulierungslücken bei der Versicherungsaufsicht: Anpassung der Aufsicht über Rückversicherungen an internationale Standards, Schaffung gesetzlicher Sicherungseinrichtungen für Lebens- und Krankenversicherungen, verbesserte Eingriffsmöglichkeiten der Aufsichtsbehörde gegenüber Versicherungs-Holdinggesellschaften, Aufhebung des öffentlich-rechtlichen Status der Pensionskasse Deutscher Eisenbahnen und Straßenbahnen, Befreiung des Sicherungsfonds für die Lebens- und Krankenversicherung von der Körperschaftsteuer; Änderungen und Ergänzungen im Versicherungsaufsichtsgesetz, Gesetz zur Neuordnung der Pensionskasse Deutscher Eisenbahnen und Straßenbahnen, Kreditwesengesetz und Körperschaftsteuergesetz";2;15/3418;15/3976;Entwurf eines Gesetzes zur Änderung des Versicherungsaufsichtsgesetzes und anderer Gesetze;1;NA;NA;NA;2;NA;15019419;5;5;21;5;NA;NA;NA;;NA
2004;15;3;Handelsverband Deutschland - Der Einzelhandel;Groß, Dr. D.;NA;NA;2;NA;HDE;www.einzelhandel.de;Seit Ende 2009: Handelsverband Deutschland - Der Einzelhandel;1;22;115;2;1;12;NA;0;20041020;"Protokoll der 49. Sitzung vom 20. Oktober 2004 ""Entwurf eines Gesetzes zur Neuordnung des Lebensmittel- und des Futtermittelrechts"", BT-Drucksache 15/3657 (ohne Anlagen) [PDF]
Datum: 20.10.2004";4;2;1;2;NA;1;1;6;15;NA;"Lebensmittel- und Futtermittelgesetzbuch
Anpassung des nationalen Lebensmittel- und Futtermittelrechts an gemeinschaftliche Rechtsakte, Übernahme des Lebensmittelzusatzstoffbegriffs und der Definition für kosmetische Mittel, Kodifizierung des deutschen Lebensmittelrechts, Einbeziehung des Futtermittelrechts in den Bereich der Lebensmittelsicherheit, Regelung für Futtermittel für Tiere, die nicht der Lebensmittelgewinnung dienen; Lebensmittel-, Bedarfsgegenstände- und Futtermittelgesetzbuch (Lebensmittel- und Futtermittelgesetzbuch - LFGB) als Art. 1, Gesetz über den Übergang auf das neue Lebensmittel- und Futtermittelrecht als Art. 2 der Vorlage, Änderung von 37 Gesetzen und Verordnungen, Aufhebung von 12 Gesetzen, u.a. des Gesetzes zur Reform des Lebensmittelrechts, und Verordnungen, Neufassungsermächtigung";2;15/3657;15/4244;"Entwurf eines Gesetzes zur Neuordnung des Lebensmittel- und
des Futtermittelrechts";1;NA;NA;NA;4;NA;15019447;9;3;90;12;NA;NA;NA;;NA
2004;15;3;Bund für Lebensmittelrecht und Lebensmittelkunde e.V.;Welsch, NA;NA;NA;1;NA;BLL;www.bll.de;NA;1;22;473;2;1;12;Fragenkatalog;1;20041020;"Protokoll der 49. Sitzung vom 20. Oktober 2004 ""Entwurf eines Gesetzes zur Neuordnung des Lebensmittel- und des Futtermittelrechts"", BT-Drucksache 15/3657 (ohne Anlagen) [PDF]
Datum: 20.10.2004";4;2;1;2;NA;1;1;6;15;NA;"Lebensmittel- und Futtermittelgesetzbuch
Anpassung des nationalen Lebensmittel- und Futtermittelrechts an gemeinschaftliche Rechtsakte, Übernahme des Lebensmittelzusatzstoffbegriffs und der Definition für kosmetische Mittel, Kodifizierung des deutschen Lebensmittelrechts, Einbeziehung des Futtermittelrechts in den Bereich der Lebensmittelsicherheit, Regelung für Futtermittel für Tiere, die nicht der Lebensmittelgewinnung dienen; Lebensmittel-, Bedarfsgegenstände- und Futtermittelgesetzbuch (Lebensmittel- und Futtermittelgesetzbuch - LFGB) als Art. 1, Gesetz über den Übergang auf das neue Lebensmittel- und Futtermittelrecht als Art. 2 der Vorlage, Änderung von 37 Gesetzen und Verordnungen, Aufhebung von 12 Gesetzen, u.a. des Gesetzes zur Reform des Lebensmittelrechts, und Verordnungen, Neufassungsermächtigung";2;15/3657;15/4244;"Entwurf eines Gesetzes zur Neuordnung des Lebensmittel- und
des Futtermittelrechts";1;NA;NA;NA;4;NA;15019447;9;3;90;12;NA;NA;NA;;NA
2004;15;3;Deutscher Raiffeisenverband e.V.;NA;NA;NA;2;NA;NA;http://www.raiffeisen.de/;NA;1;26;479;2;1;12;NA;0;20041020;"Protokoll der 49. Sitzung vom 20. Oktober 2004 ""Entwurf eines Gesetzes zur Neuordnung des Lebensmittel- und des Futtermittelrechts"", BT-Drucksache 15/3657 (ohne Anlagen) [PDF]
Datum: 20.10.2004";4;2;1;2;NA;1;1;6;15;NA;"Lebensmittel- und Futtermittelgesetzbuch
Anpassung des nationalen Lebensmittel- und Futtermittelrechts an gemeinschaftliche Rechtsakte, Übernahme des Lebensmittelzusatzstoffbegriffs und der Definition für kosmetische Mittel, Kodifizierung des deutschen Lebensmittelrechts, Einbeziehung des Futtermittelrechts in den Bereich der Lebensmittelsicherheit, Regelung für Futtermittel für Tiere, die nicht der Lebensmittelgewinnung dienen; Lebensmittel-, Bedarfsgegenstände- und Futtermittelgesetzbuch (Lebensmittel- und Futtermittelgesetzbuch - LFGB) als Art. 1, Gesetz über den Übergang auf das neue Lebensmittel- und Futtermittelrecht als Art. 2 der Vorlage, Änderung von 37 Gesetzen und Verordnungen, Aufhebung von 12 Gesetzen, u.a. des Gesetzes zur Reform des Lebensmittelrechts, und Verordnungen, Neufassungsermächtigung";2;15/3657;15/4244;"Entwurf eines Gesetzes zur Neuordnung des Lebensmittel- und
des Futtermittelrechts";1;NA;NA;NA;4;NA;15019447;9;3;90;12;NA;NA;NA;;NA
2004;15;3;Industrieverband Körperpflege- und Waschmittel e. V.;NA;NA;NA;2;NA;IKW;www.ikw.org;NA;1;22;568;2;1;12;NA;0;20041020;"Protokoll der 49. Sitzung vom 20. Oktober 2004 ""Entwurf eines Gesetzes zur Neuordnung des Lebensmittel- und des Futtermittelrechts"", BT-Drucksache 15/3657 (ohne Anlagen) [PDF]
Datum: 20.10.2004";4;2;1;2;NA;1;1;6;15;NA;"Lebensmittel- und Futtermittelgesetzbuch
Anpassung des nationalen Lebensmittel- und Futtermittelrechts an gemeinschaftliche Rechtsakte, Übernahme des Lebensmittelzusatzstoffbegriffs und der Definition für kosmetische Mittel, Kodifizierung des deutschen Lebensmittelrechts, Einbeziehung des Futtermittelrechts in den Bereich der Lebensmittelsicherheit, Regelung für Futtermittel für Tiere, die nicht der Lebensmittelgewinnung dienen; Lebensmittel-, Bedarfsgegenstände- und Futtermittelgesetzbuch (Lebensmittel- und Futtermittelgesetzbuch - LFGB) als Art. 1, Gesetz über den Übergang auf das neue Lebensmittel- und Futtermittelrecht als Art. 2 der Vorlage, Änderung von 37 Gesetzen und Verordnungen, Aufhebung von 12 Gesetzen, u.a. des Gesetzes zur Reform des Lebensmittelrechts, und Verordnungen, Neufassungsermächtigung";2;15/3657;15/4244;"Entwurf eines Gesetzes zur Neuordnung des Lebensmittel- und
des Futtermittelrechts";1;NA;NA;NA;4;NA;15019447;9;3;90;12;NA;NA;NA;;NA
2004;15;3;Deutscher Verband Tiernahrung;Radewahn, NA;NA;NA;1;NA;DVT;http://www.dvtiernahrung.de/startseite.html;NA;1;22;1674;2;1;12;NA;1;20041020;"Protokoll der 49. Sitzung vom 20. Oktober 2004 ""Entwurf eines Gesetzes zur Neuordnung des Lebensmittel- und des Futtermittelrechts"", BT-Drucksache 15/3657 (ohne Anlagen) [PDF]
Datum: 20.10.2004";4;2;1;2;NA;1;1;6;15;NA;"Lebensmittel- und Futtermittelgesetzbuch
Anpassung des nationalen Lebensmittel- und Futtermittelrechts an gemeinschaftliche Rechtsakte, Übernahme des Lebensmittelzusatzstoffbegriffs und der Definition für kosmetische Mittel, Kodifizierung des deutschen Lebensmittelrechts, Einbeziehung des Futtermittelrechts in den Bereich der Lebensmittelsicherheit, Regelung für Futtermittel für Tiere, die nicht der Lebensmittelgewinnung dienen; Lebensmittel-, Bedarfsgegenstände- und Futtermittelgesetzbuch (Lebensmittel- und Futtermittelgesetzbuch - LFGB) als Art. 1, Gesetz über den Übergang auf das neue Lebensmittel- und Futtermittelrecht als Art. 2 der Vorlage, Änderung von 37 Gesetzen und Verordnungen, Aufhebung von 12 Gesetzen, u.a. des Gesetzes zur Reform des Lebensmittelrechts, und Verordnungen, Neufassungsermächtigung";2;15/3657;15/4244;"Entwurf eines Gesetzes zur Neuordnung des Lebensmittel- und
des Futtermittelrechts";1;NA;NA;NA;4;NA;15019447;9;3;90;12;NA;NA;NA;;NA
2004;15;3;Ministerium für Ernährung und Ländlichen Raum des Landes Baden-Württemberg;Edelhäuser, Prof. Dr. NA;NA;NA;1;NA;NA;NA;NA;13;NA;1676;2;1;12;NA;1;20041020;"Protokoll der 49. Sitzung vom 20. Oktober 2004 ""Entwurf eines Gesetzes zur Neuordnung des Lebensmittel- und des Futtermittelrechts"", BT-Drucksache 15/3657 (ohne Anlagen) [PDF]
Datum: 20.10.2004";4;2;1;2;NA;1;1;6;15;NA;"Lebensmittel- und Futtermittelgesetzbuch
Anpassung des nationalen Lebensmittel- und Futtermittelrechts an gemeinschaftliche Rechtsakte, Übernahme des Lebensmittelzusatzstoffbegriffs und der Definition für kosmetische Mittel, Kodifizierung des deutschen Lebensmittelrechts, Einbeziehung des Futtermittelrechts in den Bereich der Lebensmittelsicherheit, Regelung für Futtermittel für Tiere, die nicht der Lebensmittelgewinnung dienen; Lebensmittel-, Bedarfsgegenstände- und Futtermittelgesetzbuch (Lebensmittel- und Futtermittelgesetzbuch - LFGB) als Art. 1, Gesetz über den Übergang auf das neue Lebensmittel- und Futtermittelrecht als Art. 2 der Vorlage, Änderung von 37 Gesetzen und Verordnungen, Aufhebung von 12 Gesetzen, u.a. des Gesetzes zur Reform des Lebensmittelrechts, und Verordnungen, Neufassungsermächtigung";2;15/3657;15/4244;"Entwurf eines Gesetzes zur Neuordnung des Lebensmittel- und
des Futtermittelrechts";1;NA;NA;NA;4;NA;15019447;9;3;90;12;NA;NA;NA;;NA
2004;15;3;Deutscher Gewerkschaftsbund;Klopfleisch, Dr. Reinhard;NA;NA;1;NA;DGB;www.dgb.de;NA;1;11;26;2;1;12;NA;1;20040209;9. Februar 2004 - Treibhausgas-Emissionshandelsgesetz (Drs. 15/2328);17;7;1;2;NA;1;1;9;19;NA;"Treibhausgas-Emissionshandelsgesetz; Emissionszertifikat; Rechtsangleichung in der EU:

Schaffung der Voraussetzung zur Errichtung eines gemeinschaftsweiten Emissionshandelssystems: Genehmigung und Überwachung von Emissionen, Berechtigung und Zuteilung, Handel mit Berechtigungen, Sanktionen";2;15/2328;15/2681;Gesetz über den Handel mit Berechtigungen zur Emission von Treibhausgasen (Treibhausgas-Emissionshandelsgesetz - TEHG);2;NA;NA;NA;4;NA;15019341;0;3;10;13;"(Zählung des Gesamtumfangs der Spalten, nicht Änderungen; diese sind nicht ersichtlich; ohne Anhänge)";NA;NA;;NA
2004;15;3;Fachvereinigung Organische Chemie im Verband der Chemischen Industrie e.V.;Rothermel, Dr. Jörg;NA;NA;1;NA;NA;??;NA;1;22;1379;2;1;12;NA;1;20040209;9. Februar 2004 - Treibhausgas-Emissionshandelsgesetz (Drs. 15/2328);17;7;1;2;NA;1;1;9;19;NA;"Treibhausgas-Emissionshandelsgesetz; Emissionszertifikat; Rechtsangleichung in der EU:

Schaffung der Voraussetzung zur Errichtung eines gemeinschaftsweiten Emissionshandelssystems: Genehmigung und Überwachung von Emissionen, Berechtigung und Zuteilung, Handel mit Berechtigungen, Sanktionen";2;15/2328;15/2681;Gesetz über den Handel mit Berechtigungen zur Emission von Treibhausgasen (Treibhausgas-Emissionshandelsgesetz - TEHG);2;NA;NA;NA;4;NA;15019341;0;3;10;13;"(Zählung des Gesamtumfangs der Spalten, nicht Änderungen; diese sind nicht ersichtlich; ohne Anhänge)";NA;NA;;NA
